lang,query,url,title,error,desktop_error,author,author_error,group_author,group_author_error,message,case_date
ka,In Concert with the London Symphony Orchestra,https://vk.com/video179151037_456244708,"Paul McCartney - My Very Good Friend The Milkman (Live at Capitol Stidios, Los Angeles in Holywood. February 9, 2012)",This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ka,In Concert with the London Symphony Orchestra,https://vk.com/video177634113_456239369,Deep Purple - Smoke On The Water (In Concert With The LSO),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/serstudio,"","","",,
ka,In Concert with the London Symphony Orchestra,https://vk.com/video179151037_456244689,"Paul McCartney - Ac-Cent-Tchu-Ate The Positive (Live at Capitol Stidios, Los Angeles in Holywood. February 9, 2012)",This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ka,In Concert with the London Symphony Orchestra,https://vk.com/video246863468_456241671,Deep Purple - Smoke on The Water ( in Concert With The LSO ),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/id246863468,"","","",,
ka,In Concert with the London Symphony Orchestra,https://vk.com/video3788507_456240389,Kansas - Dust in the Wind • 2009 Live with the Washburn University Symphony Orchestra,This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/id3788507,"","","",,
ka,In Concert with the London Symphony Orchestra,https://vk.com/video179151037_456244649,"Paul McCartney - Home (When Shadows Fall) (Live at Capitol Stidios, Los Angeles in Holywood. February 9, 2012)",This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ka,In Concert with the London Symphony Orchestra,https://vk.com/video177634113_456239296,Deep Purple - Smoke On The Water (In Concert With The LSO),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/serstudio,"","","",,
ka,In Concert with the London Symphony Orchestra,https://vk.com/video179151037_456244665,"Paul McCartney - The Glory Of Love (Live at Capitol Stidios, Los Angeles in Holywood. February 9, 2012)",This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ru,Сётакон,https://vk.com/video163753177_162653875,Ты любиш лапать баб,This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/id163753177,"","","",,
ru,Сётакон,https://vk.com/video148941063_161306847,Ты любиш лапать баб,This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/id148941063,"","","",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456240704,Дубль Чиро Иммобиле в ворота «Беневенто»,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456242645,«Лацио» — «Сампдория». Дубль Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456240177,Голы Чиро Иммобиле против «Кальяри» в сезоне 2020/21,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456241032,Четыре нереализованных пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456247805,«Торино» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456240612,«Лацио» — «Дженоа». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456242215,«Лацио» - «Дженоа». Дубль Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239959,«Лацио» – «Рома». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239285,«Лацио» — «Болонья». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456244793,«Наполи» - «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456243460,«Лацио» — «Интер». Пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-169252815_456245598,"Лацио - Зенит. 1:0. Чиро Иммобиле '3 Лига чемпионов, 4 тур 24.11.2020",This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/matchpremier,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456240806,«Лацио» – «Милан». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456240689,«Лацио» – «Беневенто». Дубль Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239463,«Кротоне» – «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-101982925_456276109,Иммобиле попал в жуткую аварию. Трамвай протаранил автомобиль Чиро,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/matchtv,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239732,«Лацио» – «Наполи». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456245647,«Наполи» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456240743,«Болонья» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239875,«Лацио» – «Фиорентина». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-169252815_456245749,"Лацио - Брюгге. 2:1. Чиро Иммобиле'27 (пенальти) Лига чемпионов, 6 тур 08.12.2020",This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/matchpremier,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456240959,«Лацио» – «Парма». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456240679,«Лацио» – «Беневенто». Незабитый пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456241123,«Лацио» — «Торино». Пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456242651,«Лацио» — «Сампдория». Хет-трик Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456246018,«Фиорентина» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456240747,«Болонья» — «Лацио». Дубль Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456246719,«Лацио» — «Сассуоло». Пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456244553,«Лацио» — «Фиорентина». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456240063,«Лацио» – «Сассуоло». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456240169,«Лацио» – «Кальяри». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-169252815_456245603,"Лацио - Зенит. 3:1. Чиро Иммобиле '55 (пенальти) Лига чемпионов, 4 тур 24.11.2020",This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/matchpremier,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456241033,«Фиорентина» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456241681,«Лацио» — «Удинезе». Пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456240849,«Лацио» — «Аталанта». Дубль Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456240383,«Лацио» — «Парма». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239662,«Беневенто» – «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456245546,«Верона» — «Лацио». Хет-трик Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456245817,«Лацио» — «Рома». Пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456242208,«Лацио» - «Дженоа». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456245537,«Верона» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456242705,«Лацио» - «Фиорентина». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/thestrawberryape,"",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456240750,«Наполи» – «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239063,«Кальяри» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456241679,«Лацио» — «Удинезе». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456243890,«Лацио» - «Сампдория». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456242644,«Лацио» — «Сампдория». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456243100,«Лацио» — СПАЛ. Дубль Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456245599,«Лацио» — «Брешиа». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456240846,«Лацио» — «Аталанта». Пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239571,«Специя» – «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456240823,«Лацио» – «Дженоа». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239369,«Торино» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456245543,«Верона» — «Лацио». Дубль Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239762,«Милан» – «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456241415,«Лацио» — «Лечче». Пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456242318,«Брешиа» — «Лацио». Пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456242459,«Лацио» — «Наполи». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239807,«Дженоа» – «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456239861,«Самдория» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456242562,«Лацио» — «Кремонезе». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456239528,«Лацио» – «Удинезе». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456240277,«Болонья» – «Лацио». Пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456245482,«Лацио» — «Кальяри». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456241509,«Лацио» - «Наполи». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456244653,«Торино» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456243573,«Дженоа» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456241549,«Сассуоло» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456239874,«Самдория» — «Лацио». Дубль Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456242407,«Рома» - «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456242320,«Брешиа» — «Лацио». Дубль Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-151498735_456242983,«Парма» - «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/silatv,"",,
ru,Иммобиле Чиро,https://vk.com/video-198813611_456241031,«Лацио» – «Торино». Нереализованный пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456240183,СПАЛ — «Лацио». Пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456241275,«Милан» — «Лацио». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456241114,«Лацио» — «Торино». Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456245402,«Ювентус» — «Лацио». Пенальти Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Иммобиле Чиро,https://vk.com/video-141682278_456243092,«Лацио» — СПАЛ. Гол Чиро Иммобиле,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ce,Харрисон Лестер,https://vk.com/video179151037_456243135,The Beatles - She Loves You (A Hard Days Night 1964),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456239063,The Beatles: Help! (film) ©1965,This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456246094,The Beatles - Act Naturally (1965),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456246093,The Beatles - Help! (1965),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456243119,The Beatles - And I Love Her (A Hard Day's Night 1964),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_170085636,The Beatles : A Hard Day's Night (1964),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456249870,The Beatles - I Should Have Known Better (1964),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456243295,The Beatles - I Need You (Film Help! 1965),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456243301,The Beatles - The Night Before (Film Help! 1965),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456246085,The Beatles - Ticket to Ride (1965),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456246089,The Beatles - The Night Before (1965),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456249879,The Beatles - Can't Buy Me Love (1964),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456243278,The Beatles - Ticket to Ride (Film Help! 1965),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456246087,The Beatles - I Need You (1965),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ce,Харрисон Лестер,https://vk.com/video179151037_456243134,The Beatles - Medley (A Hard Days Night 1964),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/ig.linevich,"","","",,
ru,ЭНИАК,https://vk.com/video32685688_456241282,Cognitive - Eniac (Official Music Video),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/besnov666,"","","",,
ru,ЭНИАК,https://vk.com/video-120264226_456248268,COGNITIVE - Eniac (vk.com/afonya_drug),This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/afonya_drug,"",,
ru,ЭНИАК,https://vk.com/video121084245_456244227,Cognitive - Eniac (Official Music Video),This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/snaiper1988,"","","",,
ru,ЭНИАК,https://vk.com/video489026529_456239141,Tomcraft - Loneliness,This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/mishutka38,"","","",,
ru,ЭНИАК,https://vk.com/video21815640_456250824,Novy vs. Eniac - Superstar,This video is unavailable in your country,This video is unavailable in your country Back,https://vk.com/chertoritsky,"","","",,
ru,Влахович Душан,https://vk.com/video-198813611_456240430,«Беневенто» – «Фиорентина». Дубль Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240906,Дубль Душана Влаховича в ворота «Лацио»,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240630,«Фиорентина» – «Аталанта». Дубль Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-141682278_456241403,«Кальяри» — «Фиорентина». Дубль Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Влахович Душан,https://vk.com/video-141682278_456242667,«Наполи» — «Фиорентина». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240196,«Сампдория» – «Фиорентина». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240223,«Фиорентина» – «Специя». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240831,«Болонья» – «Фиорентина». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240073,Голы Душана Влаховича за «Фиорентину»,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240270,Гол+пас Душана Влаховича против «Специи»,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-141682278_456243441,«Сампдория» — «Фиорентина». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240706,«Верона» – «Фиорентина». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-141682278_456241401,«Кальяри» — «Фиорентина». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Влахович Душан,https://vk.com/video-169252815_456245543,3-0 Душан Влахович 41' Сербия - Россия,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/matchpremier,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240857,Дубль Душана Влаховича в ворота «Болоньи»,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240043,«Фиорентина» – «Кротоне». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-141682278_456243445,«Сампдория» — «Фиорентина». Дубль Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240633,Дубль Душана Влаховича в матче против «Аталанты»,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456239742,«Ювентус» – «Фиорентина». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-141682278_456242045,«Фиорентина» — «Интер». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/telesport,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240544,«Дженоа» – «Фиорентина». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456239670,«Фиорентина» – «Сассуоло». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240839,«Болонья» – «Фиорентина». Дубль Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456241128,Все голы Душана Влаховича в Серии А сезона-2020/21,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456239937,«Фиорентина» – «Кальяри». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240075,Голы Душана Влаховича за «Фиорентину»,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456239140,«Фиорентина» — «Сампдория». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240880,«Фиорентина» – «Лацио». Дубль Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240779,«Фиорентина» – «Ювентус». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
ru,Влахович Душан,https://vk.com/video-198813611_456240429,«Беневенто» – «Фиорентина». Гол Душана Влаховича,This video is unavailable in your country,This video is unavailable in your country Back,"","",https://vk.com/serieavk,"",,
